"pa","lon","lat"
"1",-42.3439,-22.6974
"1",-40.23,-19.9623
"0",-41.6624999998352,-20.5624999996667
"0",-41.645833333167,-20.5624999996667
"0",-41.6708333331693,-20.570833333
"0",-41.6541666665011,-20.570833333
"0",-41.6708333331693,-20.5791666663333
"0",-41.6708333331693,-20.5874999996667
"0",-41.6624999998352,-20.5874999996667
"0",-41.6541666665011,-20.5874999996667
"0",-41.6541666665011,-20.595833333
"0",-41.645833333167,-20.595833333
"0",-41.6874999998374,-20.6041666663333
"0",-41.6791666665034,-20.6041666663333
"0",-41.645833333167,-20.6041666663333
"0",-41.7041666665056,-20.6124999996667
"0",-41.6624999998352,-20.6124999996667
"0",-41.645833333167,-20.6124999996667
"0",-41.7124999998397,-20.620833333
"0",-41.6791666665034,-20.620833333
"0",-41.6624999998352,-20.620833333
"0",-41.645833333167,-20.620833333
"0",-41.6291666664989,-20.620833333
"0",-41.6874999998374,-20.6291666663333
"0",-41.6791666665034,-20.6291666663333
"0",-41.6541666665011,-20.6291666663333
"0",-41.637499999833,-20.6291666663333
"0",-41.7124999998397,-20.6374999996667
"0",-41.7041666665056,-20.6374999996667
"0",-41.6958333331715,-20.6374999996667
"0",-41.6874999998374,-20.6374999996667
"0",-41.6791666665034,-20.6374999996667
"0",-41.645833333167,-20.6374999996667
"0",-41.6291666664989,-20.6374999996667
"0",-41.7291666665079,-20.645833333
"0",-41.7208333331738,-20.645833333
"0",-41.7124999998397,-20.645833333
"0",-41.6791666665034,-20.645833333
"0",-41.6541666665011,-20.645833333
"0",-41.637499999833,-20.645833333
"0",-41.6291666664989,-20.645833333
"0",-41.7124999998397,-20.6541666663333
"0",-41.7041666665056,-20.6541666663333
"0",-41.6958333331715,-20.6541666663333
"0",-41.645833333167,-20.6541666663333
"0",-41.6208333331648,-20.6541666663333
"0",-41.7374999998419,-20.6624999996667
"0",-41.7041666665056,-20.6624999996667
"0",-41.6958333331715,-20.6624999996667
"0",-41.6541666665011,-20.6624999996667
"0",-41.645833333167,-20.6624999996667
"0",-41.637499999833,-20.6624999996667
"0",-41.6291666664989,-20.6624999996667
"0",-41.6208333331648,-20.6624999996667
"0",-41.7291666665079,-20.670833333
"0",-41.7208333331738,-20.670833333
"0",-41.7124999998397,-20.670833333
"0",-41.6958333331715,-20.670833333
"0",-41.6874999998374,-20.670833333
"0",-41.6708333331693,-20.670833333
"0",-41.637499999833,-20.670833333
"0",-41.6291666664989,-20.670833333
"0",-41.6208333331648,-20.670833333
"0",-41.6124999998307,-20.670833333
"0",-41.745833333176,-20.6791666663333
"0",-41.7208333331738,-20.6791666663333
"0",-41.7041666665056,-20.6791666663333
"0",-41.6958333331715,-20.6791666663333
"0",-41.6624999998352,-20.6791666663333
"0",-41.6541666665011,-20.6791666663333
"0",-41.6291666664989,-20.6791666663333
"0",-41.7124999998397,-20.6874999996667
"0",-41.7041666665056,-20.6874999996667
"0",-41.6958333331715,-20.6874999996667
"0",-41.6874999998374,-20.6874999996667
"0",-41.6708333331693,-20.6874999996667
"0",-41.6291666664989,-20.6874999996667
"0",-41.6208333331648,-20.6874999996667
"0",-41.6124999998307,-20.6874999996667
"0",-41.7708333331783,-20.695833333
"0",-41.7624999998442,-20.695833333
"0",-41.7541666665101,-20.695833333
"0",-41.7374999998419,-20.695833333
"0",-41.7208333331738,-20.695833333
"0",-41.7041666665056,-20.695833333
"0",-41.6958333331715,-20.695833333
"0",-41.6874999998374,-20.695833333
"0",-41.6791666665034,-20.695833333
"0",-41.645833333167,-20.695833333
"0",-41.637499999833,-20.695833333
"0",-41.7708333331783,-20.7041666663333
"0",-41.7291666665079,-20.7041666663333
"0",-41.6958333331715,-20.7041666663333
"0",-41.6791666665034,-20.7041666663333
"0",-41.6541666665011,-20.7041666663333
"0",-41.7791666665123,-20.7124999996667
"0",-41.7708333331783,-20.7124999996667
"0",-41.7541666665101,-20.7124999996667
"0",-41.745833333176,-20.7124999996667
"0",-41.7208333331738,-20.7124999996667
"0",-41.7124999998397,-20.7124999996667
"0",-41.7624999998442,-20.720833333
"0",-41.7541666665101,-20.720833333
"0",-41.7041666665056,-20.720833333
"0",-41.7708333331783,-20.7291666663333
"0",-41.7541666665101,-20.7291666663333
"0",-41.7374999998419,-20.7291666663333
"0",-41.7291666665079,-20.7291666663333
"0",-41.7208333331738,-20.7291666663333
"0",-41.7708333331783,-20.7374999996667
"0",-41.745833333176,-20.7374999996667
"0",-41.7291666665079,-20.7374999996667
"0",-41.7708333331783,-20.745833333
"0",-41.7624999998442,-20.745833333
"0",-41.8124999998487,-20.7541666663333
"0",-41.8041666665146,-20.7541666663333
"0",-41.7874999998464,-20.7541666663333
"0",-41.8124999998487,-20.7624999996667
"0",-41.7874999998464,-20.7624999996667
"0",-41.7791666665123,-20.7624999996667
"0",-41.8124999998487,-20.7791666663333
"0",-41.8041666665146,-20.7874999996667
"0",-41.8374999998509,-20.795833333
"0",-41.8291666665168,-20.795833333
"0",-41.8541666665191,-20.8041666663333
"0",-41.8374999998509,-20.8041666663333
"0",-41.845833333185,-20.8124999996667
"0",-41.8624999998531,-20.820833333
"0",-41.8541666665191,-20.820833333
"0",-41.8624999998531,-20.8291666663333
"0",-41.8541666665191,-20.8291666663333
"0",-41.8708333331872,-20.8374999996667
"0",-41.8624999998531,-20.8374999996667
"0",-41.8791666665213,-20.845833333
"0",-41.8708333331872,-20.8541666663333
"0",-41.8874999998554,-20.8624999996667
"0",-41.8958333331895,-20.870833333
"0",-41.8874999998554,-20.870833333
"0",-41.9041666665235,-20.8791666663333
"0",-41.9041666665235,-20.895833333
"0",-41.9291666665258,-20.9041666663333
"0",-41.9208333331917,-20.9041666663333
"0",-41.9124999998576,-20.9041666663333
"0",-41.9291666665258,-20.920833333
"0",-41.9374999998599,-20.9291666663333
"0",-41.9374999998599,-20.9374999996667
"0",-41.9291666665258,-20.9374999996667
"0",-41.9374999998599,-20.945833333
"0",-41.9458333331939,-20.9624999996667
"0",-41.9624999998621,-20.970833333
"0",-41.9458333331939,-20.970833333
"0",-41.9708333331962,-20.9791666663333
"0",-41.9458333331939,-20.9791666663333
"0",-41.9874999998643,-20.9874999996667
"0",-41.9708333331962,-20.9874999996667
"0",-41.9958333331984,-20.995833333
"0",-41.9874999998643,-20.995833333
"0",-41.954166666528,-20.995833333
"0",-42.0041666665325,-21.0041666663333
"0",-41.9958333331984,-21.0041666663333
"0",-41.9874999998643,-21.0041666663333
"0",-42.0041666665325,-21.0124999996667
"0",-41.9958333331984,-21.0124999996667
"0",-41.9791666665303,-21.0124999996667
"0",-42.0124999998666,-21.020833333
"0",-41.9708333331962,-21.020833333
"0",-42.0124999998666,-21.0291666663333
"0",-41.9708333331962,-21.0291666663333
"0",-42.0124999998666,-21.0374999996667
"0",-41.9874999998643,-21.0374999996667
"0",-42.0374999998688,-21.045833333
"0",-42.0291666665348,-21.045833333
"0",-42.0208333332007,-21.045833333
"0",-42.0041666665325,-21.045833333
"0",-41.9958333331984,-21.045833333
"0",-41.9791666665303,-21.045833333
"0",-42.0458333332029,-21.0541666663333
"0",-42.0291666665348,-21.0541666663333
"0",-42.0041666665325,-21.0541666663333
"0",-41.9958333331984,-21.0541666663333
"0",-41.9874999998643,-21.0541666663333
"0",-42.0458333332029,-21.0624999996667
"0",-42.0124999998666,-21.0624999996667
"0",-41.9958333331984,-21.0624999996667
"0",-42.0458333332029,-21.070833333
"0",-41.9791666665303,-21.070833333
"0",-41.9708333331962,-21.070833333
"0",-42.054166666537,-21.0791666663333
"0",-42.0458333332029,-21.0791666663333
"0",-42.0291666665348,-21.0791666663333
"0",-41.9708333331962,-21.0791666663333
"0",-42.0624999998711,-21.0874999996667
"0",-42.054166666537,-21.0874999996667
"0",-42.0458333332029,-21.0874999996667
"0",-42.0291666665348,-21.0874999996667
"0",-42.0208333332007,-21.0874999996667
"0",-41.9874999998643,-21.0874999996667
"0",-41.9791666665303,-21.0874999996667
"0",-42.0708333332052,-21.095833333
"0",-42.054166666537,-21.095833333
"0",-42.0374999998688,-21.095833333
"0",-42.0291666665348,-21.095833333
"0",-41.9874999998643,-21.095833333
"0",-42.0291666665348,-21.1041666663333
"0",-42.0208333332007,-21.1041666663333
"0",-41.9958333331984,-21.1041666663333
"0",-41.9874999998643,-21.1041666663333
"0",-42.0874999998733,-21.1124999996667
"0",-42.0791666665392,-21.1124999996667
"0",-42.0708333332052,-21.1124999996667
"0",-42.0208333332007,-21.1124999996667
"0",-41.9958333331984,-21.1124999996667
"0",-42.0958333332074,-21.120833333
"0",-42.0874999998733,-21.120833333
"0",-42.0208333332007,-21.120833333
"0",-42.0041666665325,-21.120833333
"0",-41.9791666665303,-21.120833333
"0",-42.0958333332074,-21.1291666663333
"0",-42.0708333332052,-21.1291666663333
"0",-42.0458333332029,-21.1291666663333
"0",-42.0374999998688,-21.1291666663333
"0",-42.0291666665348,-21.1291666663333
"0",-42.0208333332007,-21.1291666663333
"0",-41.9958333331984,-21.1291666663333
"0",-41.9874999998643,-21.1291666663333
"0",-42.0958333332074,-21.1374999996667
"0",-41.9958333331984,-21.1374999996667
"0",-41.9874999998643,-21.1374999996667
"0",-41.9708333331962,-21.1374999996667
"0",-42.0958333332074,-21.145833333
"0",-42.0791666665392,-21.145833333
"0",-42.0708333332052,-21.145833333
"0",-42.0624999998711,-21.145833333
"0",-42.0291666665348,-21.145833333
"0",-42.0124999998666,-21.145833333
"0",-41.9791666665303,-21.145833333
"0",-42.1208333332096,-21.1541666663333
"0",-42.1124999998756,-21.1541666663333
"0",-42.0791666665392,-21.1541666663333
"0",-42.0708333332052,-21.1541666663333
"0",-42.0458333332029,-21.1541666663333
"0",-42.0374999998688,-21.1541666663333
"0",-42.0124999998666,-21.1541666663333
"0",-42.0041666665325,-21.1541666663333
"0",-41.9791666665303,-21.1541666663333
"0",-42.1124999998756,-21.1624999996667
"0",-42.0708333332052,-21.1624999996667
"0",-42.0291666665348,-21.1624999996667
"0",-41.9958333331984,-21.1624999996667
"0",-41.9874999998643,-21.1624999996667
"0",-42.1291666665437,-21.170833333
"0",-42.1124999998756,-21.170833333
"0",-42.0791666665392,-21.170833333
"0",-42.0708333332052,-21.170833333
"0",-42.0624999998711,-21.170833333
"0",-42.0291666665348,-21.170833333
"0",-42.0124999998666,-21.170833333
"0",-42.0041666665325,-21.170833333
"0",-41.9791666665303,-21.170833333
"0",-42.1374999998778,-21.1791666663333
"0",-42.1291666665437,-21.1791666663333
"0",-42.1208333332096,-21.1791666663333
"0",-42.1041666665415,-21.1791666663333
"0",-42.0958333332074,-21.1791666663333
"0",-42.0874999998733,-21.1791666663333
"0",-42.0624999998711,-21.1791666663333
"0",-42.0458333332029,-21.1791666663333
"0",-42.0208333332007,-21.1791666663333
"0",-42.0124999998666,-21.1791666663333
"0",-41.9958333331984,-21.1791666663333
"0",-41.9874999998643,-21.1791666663333
"0",-41.9791666665303,-21.1791666663333
"0",-41.9708333331962,-21.1791666663333
"0",-42.1374999998778,-21.1874999996667
"0",-42.1291666665437,-21.1874999996667
"0",-42.1124999998756,-21.1874999996667
"0",-42.0624999998711,-21.1874999996667
"0",-42.0208333332007,-21.1874999996667
"0",-42.0124999998666,-21.1874999996667
"0",-41.9958333331984,-21.1874999996667
"0",-41.9791666665303,-21.1874999996667
"0",-42.154166666546,-21.195833333
"0",-42.1458333332119,-21.195833333
"0",-42.1291666665437,-21.195833333
"0",-42.0958333332074,-21.195833333
"0",-42.0874999998733,-21.195833333
"0",-42.0791666665392,-21.195833333
"0",-42.0458333332029,-21.195833333
"0",-42.0374999998688,-21.195833333
"0",-42.0124999998666,-21.195833333
"0",-41.9791666665303,-21.195833333
"0",-41.9708333331962,-21.195833333
"0",-42.1458333332119,-21.2041666663333
"0",-42.1124999998756,-21.2041666663333
"0",-42.1041666665415,-21.2041666663333
"0",-42.0791666665392,-21.2041666663333
"0",-42.0458333332029,-21.2041666663333
"0",-42.0291666665348,-21.2041666663333
"0",-42.0124999998666,-21.2041666663333
"0",-41.9958333331984,-21.2041666663333
"0",-41.9708333331962,-21.2041666663333
"0",-42.16249999988,-21.2124999996667
"0",-42.154166666546,-21.2124999996667
"0",-42.1041666665415,-21.2124999996667
"0",-42.0874999998733,-21.2124999996667
"0",-42.054166666537,-21.2124999996667
"0",-42.0458333332029,-21.2124999996667
"0",-42.0208333332007,-21.2124999996667
"0",-41.9708333331962,-21.2124999996667
"0",-42.1708333332141,-21.220833333
"0",-42.16249999988,-21.220833333
"0",-42.1458333332119,-21.220833333
"0",-42.1374999998778,-21.220833333
"0",-42.1041666665415,-21.220833333
"0",-42.0958333332074,-21.220833333
"0",-42.0791666665392,-21.220833333
"0",-42.0708333332052,-21.220833333
"0",-42.054166666537,-21.220833333
"0",-42.0374999998688,-21.220833333
"0",-42.0291666665348,-21.220833333
"0",-42.0041666665325,-21.220833333
"0",-41.9791666665303,-21.220833333
"0",-41.9708333331962,-21.220833333
"0",-41.9624999998621,-21.220833333
"0",-42.1708333332141,-21.2291666663333
"0",-42.1124999998756,-21.2291666663333
"0",-42.0958333332074,-21.2291666663333
"0",-42.0874999998733,-21.2291666663333
"0",-42.0708333332052,-21.2291666663333
"0",-42.0624999998711,-21.2291666663333
"0",-42.0458333332029,-21.2291666663333
"0",-42.0208333332007,-21.2291666663333
"0",-42.0124999998666,-21.2291666663333
"0",-41.9958333331984,-21.2291666663333
"0",-41.9708333331962,-21.2291666663333
"0",-42.1874999998823,-21.2374999996667
"0",-42.1791666665482,-21.2374999996667
"0",-42.1708333332141,-21.2374999996667
"0",-42.1208333332096,-21.2374999996667
"0",-42.0874999998733,-21.2374999996667
"0",-42.0708333332052,-21.2374999996667
"0",-42.0374999998688,-21.2374999996667
"0",-42.0124999998666,-21.2374999996667
"0",-42.0041666665325,-21.2374999996667
"0",-41.9874999998643,-21.2374999996667
"0",-41.9791666665303,-21.2374999996667
"0",-42.1791666665482,-21.245833333
"0",-42.1708333332141,-21.245833333
"0",-42.16249999988,-21.245833333
"0",-42.154166666546,-21.245833333
"0",-42.1208333332096,-21.245833333
"0",-42.0958333332074,-21.245833333
"0",-42.0874999998733,-21.245833333
"0",-42.0624999998711,-21.245833333
"0",-42.0458333332029,-21.245833333
"0",-42.0291666665348,-21.245833333
"0",-42.0041666665325,-21.245833333
"0",-41.9791666665303,-21.245833333
"0",-42.1708333332141,-21.2541666663333
"0",-42.1458333332119,-21.2541666663333
"0",-42.1291666665437,-21.2541666663333
"0",-42.1208333332096,-21.2541666663333
"0",-42.1124999998756,-21.2541666663333
"0",-42.0791666665392,-21.2541666663333
"0",-42.0708333332052,-21.2541666663333
"0",-42.054166666537,-21.2541666663333
"0",-42.0458333332029,-21.2541666663333
"0",-41.9958333331984,-21.2541666663333
"0",-41.9874999998643,-21.2541666663333
"0",-41.9791666665303,-21.2541666663333
"0",-41.954166666528,-21.2541666663333
"0",-42.1958333332164,-21.2624999996667
"0",-42.16249999988,-21.2624999996667
"0",-42.154166666546,-21.2624999996667
"0",-42.1458333332119,-21.2624999996667
"0",-42.1041666665415,-21.2624999996667
"0",-42.0708333332052,-21.2624999996667
"0",-42.0291666665348,-21.2624999996667
"0",-42.0208333332007,-21.2624999996667
"0",-41.9874999998643,-21.2624999996667
"0",-41.9791666665303,-21.2624999996667
"0",-41.954166666528,-21.2624999996667
"0",-42.1958333332164,-21.270833333
"0",-42.1791666665482,-21.270833333
"0",-42.1708333332141,-21.270833333
"0",-42.1041666665415,-21.270833333
"0",-42.0791666665392,-21.270833333
"0",-42.0624999998711,-21.270833333
"0",-42.054166666537,-21.270833333
"0",-42.0374999998688,-21.270833333
"0",-42.0208333332007,-21.270833333
"0",-41.9708333331962,-21.270833333
"0",-41.9624999998621,-21.270833333
"0",-42.1708333332141,-21.2791666663333
"0",-42.1458333332119,-21.2791666663333
"0",-42.1374999998778,-21.2791666663333
"0",-42.0958333332074,-21.2791666663333
"0",-42.0708333332052,-21.2791666663333
"0",-42.054166666537,-21.2791666663333
"0",-42.0208333332007,-21.2791666663333
"0",-42.0124999998666,-21.2791666663333
"0",-41.9874999998643,-21.2791666663333
"0",-41.9791666665303,-21.2791666663333
"0",-41.954166666528,-21.2791666663333
"0",-42.2041666665504,-21.2874999996667
"0",-42.1708333332141,-21.2874999996667
"0",-42.1208333332096,-21.2874999996667
"0",-42.1124999998756,-21.2874999996667
"0",-42.0791666665392,-21.2874999996667
"0",-42.054166666537,-21.2874999996667
"0",-42.0374999998688,-21.2874999996667
"0",-42.0124999998666,-21.2874999996667
"0",-41.9958333331984,-21.2874999996667
"0",-41.9874999998643,-21.2874999996667
"0",-41.954166666528,-21.2874999996667
"0",-41.9458333331939,-21.2874999996667
"0",-42.2208333332186,-21.295833333
"0",-42.2124999998845,-21.295833333
"0",-42.1708333332141,-21.295833333
"0",-42.154166666546,-21.295833333
"0",-42.1458333332119,-21.295833333
"0",-42.1291666665437,-21.295833333
"0",-42.0874999998733,-21.295833333
"0",-42.0458333332029,-21.295833333
"0",-42.0374999998688,-21.295833333
"0",-42.0291666665348,-21.295833333
"0",-42.0041666665325,-21.295833333
"0",-41.9958333331984,-21.295833333
"0",-41.9874999998643,-21.295833333
"0",-41.954166666528,-21.295833333
"0",-41.9374999998599,-21.295833333
"0",-42.2291666665527,-21.3041666663333
"0",-42.2208333332186,-21.3041666663333
"0",-42.1958333332164,-21.3041666663333
"0",-42.16249999988,-21.3041666663333
"0",-42.1458333332119,-21.3041666663333
"0",-42.1291666665437,-21.3041666663333
"0",-42.1124999998756,-21.3041666663333
"0",-42.0708333332052,-21.3041666663333
"0",-42.0624999998711,-21.3041666663333
"0",-42.0458333332029,-21.3041666663333
"0",-42.0291666665348,-21.3041666663333
"0",-42.0124999998666,-21.3041666663333
"0",-42.0041666665325,-21.3041666663333
"0",-41.9374999998599,-21.3041666663333
"0",-42.2208333332186,-21.3124999996667
"0",-42.2124999998845,-21.3124999996667
"0",-42.1958333332164,-21.3124999996667
"0",-42.1374999998778,-21.3124999996667
"0",-42.1291666665437,-21.3124999996667
"0",-42.1208333332096,-21.3124999996667
"0",-42.0958333332074,-21.3124999996667
"0",-42.0874999998733,-21.3124999996667
"0",-42.054166666537,-21.3124999996667
"0",-42.0458333332029,-21.3124999996667
"0",-42.0374999998688,-21.3124999996667
"0",-42.0208333332007,-21.3124999996667
"0",-41.9874999998643,-21.3124999996667
"0",-41.9791666665303,-21.3124999996667
"0",-41.9708333331962,-21.3124999996667
"0",-41.9291666665258,-21.3124999996667
"0",-42.2458333332209,-21.320833333
"0",-42.2291666665527,-21.320833333
"0",-42.2208333332186,-21.320833333
"0",-42.2041666665504,-21.320833333
"0",-42.1874999998823,-21.320833333
"0",-42.16249999988,-21.320833333
"0",-42.1124999998756,-21.320833333
"0",-42.0958333332074,-21.320833333
"0",-42.0874999998733,-21.320833333
"0",-42.0624999998711,-21.320833333
"0",-42.054166666537,-21.320833333
"0",-42.0208333332007,-21.320833333
"0",-42.0124999998666,-21.320833333
"0",-41.9958333331984,-21.320833333
"0",-41.9458333331939,-21.320833333
"0",-42.2541666665549,-21.3291666663333
"0",-42.2458333332209,-21.3291666663333
"0",-42.2374999998868,-21.3291666663333
"0",-42.2208333332186,-21.3291666663333
"0",-42.1791666665482,-21.3291666663333
"0",-42.1208333332096,-21.3291666663333
"0",-42.0958333332074,-21.3291666663333
"0",-42.0874999998733,-21.3291666663333
"0",-42.0791666665392,-21.3291666663333
"0",-42.0708333332052,-21.3291666663333
"0",-42.0624999998711,-21.3291666663333
"0",-42.0458333332029,-21.3291666663333
"0",-42.0374999998688,-21.3291666663333
"0",-42.0291666665348,-21.3291666663333
"0",-42.0124999998666,-21.3291666663333
"0",-42.0041666665325,-21.3291666663333
"0",-41.9958333331984,-21.3291666663333
"0",-41.9791666665303,-21.3291666663333
"0",-41.9708333331962,-21.3291666663333
"0",-41.9458333331939,-21.3291666663333
"0",-42.2291666665527,-21.3374999996667
"0",-42.2208333332186,-21.3374999996667
"0",-42.1958333332164,-21.3374999996667
"0",-42.1791666665482,-21.3374999996667
"0",-42.1708333332141,-21.3374999996667
"0",-42.154166666546,-21.3374999996667
"0",-42.1458333332119,-21.3374999996667
"0",-42.1208333332096,-21.3374999996667
"0",-42.0874999998733,-21.3374999996667
"0",-42.0791666665392,-21.3374999996667
"0",-42.0708333332052,-21.3374999996667
"0",-42.054166666537,-21.3374999996667
"0",-42.0124999998666,-21.3374999996667
"0",-41.9874999998643,-21.3374999996667
"0",-41.9791666665303,-21.3374999996667
"0",-41.9708333331962,-21.3374999996667
"0",-41.9624999998621,-21.3374999996667
"0",-41.9374999998599,-21.3374999996667
"0",-42.262499999889,-21.345833333
"0",-42.2458333332209,-21.345833333
"0",-42.2208333332186,-21.345833333
"0",-42.2041666665504,-21.345833333
"0",-42.1958333332164,-21.345833333
"0",-42.1874999998823,-21.345833333
"0",-42.1791666665482,-21.345833333
"0",-42.1458333332119,-21.345833333
"0",-42.1124999998756,-21.345833333
"0",-42.0958333332074,-21.345833333
"0",-42.0791666665392,-21.345833333
"0",-42.0708333332052,-21.345833333
"0",-42.0624999998711,-21.345833333
"0",-42.054166666537,-21.345833333
"0",-42.0208333332007,-21.345833333
"0",-41.9958333331984,-21.345833333
"0",-41.9874999998643,-21.345833333
"0",-41.9791666665303,-21.345833333
"0",-41.9624999998621,-21.345833333
"0",-41.954166666528,-21.345833333
"0",-41.9458333331939,-21.345833333
"0",-41.9374999998599,-21.345833333
"0",-41.9124999998576,-21.345833333
"0",-42.2708333332231,-21.3541666663333
"0",-42.2541666665549,-21.3541666663333
"0",-42.2291666665527,-21.3541666663333
"0",-42.2124999998845,-21.3541666663333
"0",-42.1958333332164,-21.3541666663333
"0",-42.1874999998823,-21.3541666663333
"0",-42.1374999998778,-21.3541666663333
"0",-42.1291666665437,-21.3541666663333
"0",-42.1041666665415,-21.3541666663333
"0",-42.0958333332074,-21.3541666663333
"0",-42.0624999998711,-21.3541666663333
"0",-42.0458333332029,-21.3541666663333
"0",-41.9874999998643,-21.3541666663333
"0",-41.9708333331962,-21.3541666663333
"0",-41.9624999998621,-21.3541666663333
"0",-41.9374999998599,-21.3541666663333
"0",-41.9208333331917,-21.3541666663333
"0",-41.9124999998576,-21.3541666663333
"0",-42.2708333332231,-21.3624999996667
"0",-42.262499999889,-21.3624999996667
"0",-42.2124999998845,-21.3624999996667
"0",-42.2041666665504,-21.3624999996667
"0",-42.1958333332164,-21.3624999996667
"0",-42.1791666665482,-21.3624999996667
"0",-42.1708333332141,-21.3624999996667
"0",-42.1458333332119,-21.3624999996667
"0",-42.1291666665437,-21.3624999996667
"0",-42.1208333332096,-21.3624999996667
"0",-42.1041666665415,-21.3624999996667
"0",-42.0874999998733,-21.3624999996667
"0",-42.0208333332007,-21.3624999996667
"0",-42.0124999998666,-21.3624999996667
"0",-42.0041666665325,-21.3624999996667
"0",-41.9791666665303,-21.3624999996667
"0",-41.9624999998621,-21.3624999996667
"0",-41.9374999998599,-21.3624999996667
"0",-41.9208333331917,-21.3624999996667
"0",-41.9041666665235,-21.3624999996667
"0",-42.2791666665572,-21.370833333
"0",-42.2458333332209,-21.370833333
"0",-42.2374999998868,-21.370833333
"0",-42.2291666665527,-21.370833333
"0",-42.1958333332164,-21.370833333
"0",-42.1874999998823,-21.370833333
"0",-42.1791666665482,-21.370833333
"0",-42.1708333332141,-21.370833333
"0",-42.1374999998778,-21.370833333
"0",-42.1291666665437,-21.370833333
"0",-42.1041666665415,-21.370833333
"0",-42.0624999998711,-21.370833333
