"pa","lon","lat"
"0",-42.262499999889,-21.445833333
"0",-42.3374999998957,-21.4541666663333
"0",-42.1874999998823,-21.4541666663333
"0",-42.3374999998957,-21.4624999996667
"0",-42.2874999998913,-21.4624999996667
"0",-42.3124999998935,-21.470833333
"0",-42.3041666665594,-21.470833333
"0",-42.1208333332096,-21.470833333
"0",-42.1208333332096,-21.4874999996667
"0",-42.2874999998913,-21.495833333
"0",-42.2291666665527,-21.495833333
"0",-42.3874999999002,-21.5041666663333
"0",-42.3041666665594,-21.5124999996667
"0",-42.2874999998913,-21.5124999996667
"0",-42.3874999999002,-21.5374999996667
"0",-42.4124999999025,-21.545833333
"0",-42.2958333332253,-21.5541666663333
"0",-42.2791666665572,-21.5541666663333
"0",-42.3458333332298,-21.570833333
"0",-42.3208333332276,-21.570833333
"0",-42.4374999999047,-21.5874999996667
"0",-42.4041666665684,-21.595833333
"0",-42.362499999898,-21.595833333
"0",-42.3874999999002,-21.6041666663333
"0",-42.3541666665639,-21.6041666663333
"0",-42.3208333332276,-21.6124999996667
"0",-42.4791666665751,-21.620833333
"0",-42.462499999907,-21.6291666663333
"0",-42.3708333332321,-21.6291666663333
"0",-42.3874999999002,-21.6374999996667
"0",-42.3291666665617,-21.645833333
"0",-42.3708333332321,-21.6874999996667
"0",-42.3374999998957,-21.6874999996667
"0",-42.4208333332365,-21.7041666663333
"0",-42.4958333332433,-21.7124999996667
"0",-42.4791666665751,-21.7124999996667
"0",-42.4041666665684,-21.7124999996667
"0",-42.3958333332343,-21.7124999996667
"0",-42.3541666665639,-21.7124999996667
"0",-42.5541666665818,-21.7291666663333
"0",-42.4874999999092,-21.7291666663333
"0",-42.4374999999047,-21.745833333
"0",-42.5041666665774,-21.7541666663333
"0",-42.4208333332365,-21.7541666663333
"0",-42.5791666665841,-21.770833333
"0",-42.5374999999137,-21.770833333
"0",-42.5124999999114,-21.770833333
"0",-42.5041666665774,-21.7874999996667
"0",-42.4208333332365,-21.7874999996667
"0",-42.4458333332388,-21.8041666663333
"0",-42.5624999999159,-21.820833333
"0",-42.3791666665661,-21.820833333
"0",-42.5874999999182,-21.8291666663333
"0",-42.3874999999002,-21.8374999996667
"0",-42.8291666666065,-22.9124999996667
"0",-42.8041666666043,-22.9374999996667
"0",-42.8041666666043,-22.945833333
"0",-42.7874999999361,-22.9541666663333
"0",-42.8291666666065,-22.9624999996667
