"species","year","base","longitude","latitude","state"
"Bradypus crinitus",2014,"Dataset - Neotropical Xenarthrans","-40.87169899","-20.17370229","Espírito Santo"
"Bradypus crinitus",2014,"Dataset - Neotropical Xenarthrans","-40.853566","-20.060815","Espírito Santo"
"Bradypus crinitus",2017,"Dataset - Neotropical Xenarthrans","-40.8815","-19.99497","Espírito Santo"
"Bradypus crinitus",2014,"PortalBio do ICMBio: Sisbio-Dibio","-41.301414","-20.242408","Espírito Santo"
"Bradypus crinitus",2009,"Coleção de Tecidos Animais da Universidade Federal do Espírito Santo","-40.65","-20.35","Espírito Santo"
"Bradypus crinitus",2009,"Coleção de Mamíferos da Universidade Federal do Espírito Santo (UFES-MAM)","-40.65","-20.35","Espírito Santo"
"Bradypus crinitus",2009,"Coleção de Tecidos Animais da Universidade Federal do Espírito Santo","-40.66666","-20.4","Espírito Santo"
"Bradypus crinitus",2009,"Coleção de Mamíferos da Universidade Federal do Espírito Santo (UFES-MAM)","-40.66666","-20.4","Espírito Santo"
"Bradypus crinitus",NA,"Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","-40.6002777777778","-19.9355555555556","Espírito Santo"
"Bradypus crinitus",2008,"PortalBio do ICMBio: Sisbio-Dibio","-40.550833","-19.8825","Espírito Santo"
"Bradypus crinitus",NA,"Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","-40.6002777777778","-19.9355555555556","Espírito Santo"
"Bradypus crinitus",NA,"Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","-40.6002777777778","-19.9355555555556","Espírito Santo"
"Bradypus crinitus",NA,"Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","-40.0722222222222","-19.3911111111111","Espírito Santo"
